name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,uniId,id
Áp dụng Strategy Pattern cho tính phí,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính phí khác nhau (ví dụ: theo giờ, theo ngày, theo loại xe).</p>",2025-03-02,2025-03-08,sprint3-project3,INPROCESS,PRACTICE,"OOP,Java",21130601,21130612,Thiết kế Interface FeeCalculationStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết tài liệu về việc áp dụng Strategy Pattern trong ứng dụng quản lý bãi đỗ xe.</p>,2025-03-03,2025-03-07,sprint3-project3,TODO,THEORY,Document,21130612,21130219,Mô tả Pattern - Ví dụ code,LOW,542b89e4-501f-418c-8e43-890f945e847a,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực Singleton Pattern cho quản lý bãi xe,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>ParkingManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project3,INPROCESS,PRACTICE,"OOP,Java",21130219,21130601,Thiết kế Singleton - Kiểm tra hoạt động,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực Observer Pattern cho cập nhật chỗ trống,MAJOR,<p>Sử dụng Observer Pattern để thông báo cho người dùng khi có chỗ trống hoặc bãi xe đầy.</p>,2025-03-10,2025-03-14,sprint4-project3,TODO,PRACTICE,"OOP,Java",21130601,21130612,Thiết kế Subject - Hiện thực Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu chi tiết về Singleton và Observer Pattern.</p>,2025-03-11,2025-03-15,sprint4-project3,TODO,THEORY,Document,21130612,21130219,Tóm tắt Pattern - Minh họa code,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Thiết kế Factory Method cho tạo loại xe,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại xe khác nhau (ví dụ: ô tô, xe máy, xe tải).</p>",2025-03-16,2025-03-22,sprint5-project3,TODO,PRACTICE,"OOP,Java",21130219,21130601,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Nghiên cứu Abstract Factory Pattern,MAJOR,"<p>Nghiên cứu và thiết kế Abstract Factory Pattern cho việc tạo các bộ đối tượng liên quan (ví dụ: loại vé xe cho khách vãng lai, khách VIP).</p>",2025-03-17,2025-03-21,sprint5-project3,TODO,THEORY,OOP,21130601,21130612,Đọc tài liệu - Phân tích trường hợp sử dụng,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Ghi tài liệu về Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng xe.</p>,2025-03-18,2025-03-22,sprint5-project3,TODO,THEORY,Document,21130612,21130219,Giải thích Pattern - Ví dụ minh họa,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực Decorator Pattern cho dịch vụ bổ sung,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các dịch vụ bổ sung vào xe (ví dụ: rửa xe, bảo dưỡng nhanh).</p>",2025-03-23,2025-03-29,sprint6-project3,TODO,PRACTICE,"OOP,Java",21130219,21130601,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực Iterator Pattern cho duyệt chỗ trống,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các chỗ đỗ xe có sẵn.</p>,2025-03-24,2025-03-28,sprint6-project3,TODO,PRACTICE,"OOP,Java",21130601,21130612,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project3,TODO,THEORY,Document,21130612,21130219,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Thiết kế Template Method cho quy trình đỗ xe,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình đỗ xe với các bước có thể thay đổi (ví dụ: check-in, tìm chỗ, check-out).</p>",2025-03-30,2025-04-05,sprint7-project3,TODO,PRACTICE,"OOP,Java",21130219,21130601,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Nghiên cứu Visitor Pattern cho báo cáo doanh thu,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo doanh thu bãi đỗ xe (ví dụ: theo giờ, theo ngày, theo loại xe).</p>",2025-03-31,2025-04-04,sprint7-project3,TODO,THEORY,OOP,21130601,21130612,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project3,TODO,THEORY,Document,21130612,21130219,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý bãi đỗ xe.</p>,2025-04-06,2025-04-12,sprint8-project3,TODO,PRACTICE,"OOP,Java",21130219,21130601,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Vehicle</code>, <code>ParkingSpot</code>, <code>ParkingRecord</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project3,TODO,PRACTICE,Java,21130601,21130612,Code Model Vehicle - Code Model ParkingSpot,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Hiện thực View cho trạng thái bãi đỗ xe,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị trạng thái các chỗ đỗ xe.</p>,2025-04-10,2025-04-19,sprint8-project3,TODO,PRACTICE,Java,21130612,21130219,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project3,TODO,PRACTICE,"OOP,Java",21130219,21130601,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project3,TODO,PRACTICE,OOP,21130601,21130612,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project3,TODO,THEORY,Document,21130612,21130219,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project3,TODO,THEORY,Document,21130219,21130601,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý bãi đỗ xe đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project3,TODO,PRACTICE,Java,21130601,21130612,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project3,TODO,PRACTICE,Java,21130612,21130219,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,6d7c2809-16b0-4200-99b7-ca3ce7ab72f7,21130601,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho ứng dụng quản lý phòng khám nha khoa và ngôn ngữ lập trình.</p>,2025-02-09,2025-02-15,sprint1-project4,DONE,THEORY,"Java,OOP",21130363,21130175,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng quản lý lịch hẹn, bệnh nhân, dịch vụ.</p>",2025-02-10,2025-02-14,sprint1-project4,DONE,PRACTICE,Document,21130175,21130171,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý phòng khám.</p>",2025-02-11,2025-02-15,sprint1-project4,INPROCESS,THEORY,Document,21130171,21130363,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng phòng khám.</p>",2025-02-16,2025-02-20,sprint2-project4,DONE,THEORY,OOP,21130363,21130175,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Thiết kế Class Diagram cho Bệnh nhân và Dịch vụ,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Patient</code>, <code>Service</code>, <code>Appointment</code>.</p>",2025-02-18,2025-02-25,sprint2-project4,INPROCESS,PRACTICE,"OOP,Document",21130175,21130171,Thiết kế lớp Patient - Thiết kế lớp Service,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực lớp Patient và Service,MAJOR,"<p>Viết mã Java cho lớp <code>Patient</code> và các lớp con của <code>Service</code> (ví dụ: Nhổ răng, Trám răng).</p>",2025-02-22,2025-03-01,sprint2-project4,INPROCESS,PRACTICE,Java,21130171,21130363,Code lớp Patient - Code lớp Service,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Áp dụng Strategy Pattern cho tính phí dịch vụ,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính phí dịch vụ khác nhau (ví dụ: phí cố định, phí theo giờ).</p>",2025-03-02,2025-03-08,sprint3-project4,INPROCESS,PRACTICE,"OOP,Java",21130363,21130175,Thiết kế Interface BillingStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý phòng khám.</p>,2025-03-03,2025-03-07,sprint3-project4,TODO,THEORY,Document,21130175,21130171,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực Singleton Pattern cho quản lý phòng khám,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>ClinicManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project4,INPROCESS,PRACTICE,"OOP,Java",21130171,21130363,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Thiết kế Observer Pattern cho thông báo lịch hẹn,MAJOR,<p>Hiện thực Observer Pattern để thông báo cho bệnh nhân về lịch hẹn sắp tới.</p>,2025-03-10,2025-03-14,sprint4-project4,TODO,PRACTICE,"OOP,Java",21130363,21130175,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project4,TODO,THEORY,Document,21130175,21130171,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Thiết kế Factory Method cho tạo loại dịch vụ,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại dịch vụ nha khoa khác nhau (ví dụ: tẩy trắng, nhổ răng, trám răng).</p>",2025-03-16,2025-03-22,sprint5-project4,TODO,PRACTICE,"OOP,Java",21130171,21130363,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Nghiên cứu Abstract Factory Pattern,MAJOR,"<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ tài liệu cho bệnh nhân mới, bệnh nhân cũ).</p>",2025-03-17,2025-03-21,sprint5-project4,TODO,THEORY,OOP,21130363,21130175,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng dịch vụ.</p>,2025-03-18,2025-03-22,sprint5-project4,TODO,THEORY,Document,21130175,21130171,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực Decorator Pattern cho dịch vụ bổ sung,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào dịch vụ (ví dụ: giảm giá, ưu đãi đặc biệt).</p>",2025-03-23,2025-03-29,sprint6-project4,TODO,PRACTICE,"OOP,Java",21130171,21130363,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực Iterator Pattern cho duyệt lịch hẹn,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các lịch hẹn trong ngày.</p>,2025-03-24,2025-03-28,sprint6-project4,TODO,PRACTICE,"OOP,Java",21130363,21130175,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project4,TODO,THEORY,Document,21130175,21130171,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Thiết kế Template Method cho quy trình khám bệnh,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình khám bệnh với các bước có thể thay đổi (ví dụ: khám ban đầu, chụp X-quang, điều trị).</p>",2025-03-30,2025-04-05,sprint7-project4,TODO,PRACTICE,"OOP,Java",21130171,21130363,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Nghiên cứu Visitor Pattern cho báo cáo bệnh án,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo bệnh án khác nhau (ví dụ: lịch sử điều trị, thuốc đã dùng).</p>",2025-03-31,2025-04-04,sprint7-project4,TODO,THEORY,OOP,21130363,21130175,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project4,TODO,THEORY,Document,21130175,21130171,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý phòng khám.</p>,2025-04-06,2025-04-12,sprint8-project4,TODO,PRACTICE,"OOP,Java",21130171,21130363,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Patient</code>, <code>Service</code>, <code>Appointment</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project4,TODO,PRACTICE,Java,21130363,21130175,Code Model Patient - Code Model Service,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Hiện thực View cho danh sách bệnh nhân,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị danh sách bệnh nhân.</p>,2025-04-10,2025-04-19,sprint8-project4,TODO,PRACTICE,Java,21130175,21130171,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project4,TODO,PRACTICE,"OOP,Java",21130171,21130363,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project4,TODO,PRACTICE,OOP,21130363,21130175,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project4,TODO,THEORY,Document,21130175,21130171,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project4,TODO,THEORY,Document,21130171,21130363,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý phòng khám đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project4,TODO,PRACTICE,Java,21130363,21130175,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project4,TODO,PRACTICE,Java,21130175,21130171,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,03ef89f3-394a-4447-ab47-2768e03ea221,21130363,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho ứng dụng quản lý danh bạ và ngôn ngữ lập trình (ví dụ: C++).</p>,2025-02-09,2025-02-15,sprint1-project5,DONE,THEORY,"C++,OOP",22130001,20130196,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng thêm, sửa, xóa, tìm kiếm liên hệ.</p>",2025-02-10,2025-02-14,sprint1-project5,DONE,PRACTICE,Document,20130196,21130004,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý danh bạ.</p>",2025-02-11,2025-02-15,sprint1-project5,INPROCESS,THEORY,Document,21130004,22130001,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng danh bạ.</p>",2025-02-16,2025-02-20,sprint2-project5,DONE,THEORY,OOP,22130001,20130196,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Thiết kế Class Diagram cho Liên hệ,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Contact</code>, <code>PhoneNumber</code>, <code>Email</code>.</p>",2025-02-18,2025-02-25,sprint2-project5,INPROCESS,PRACTICE,"OOP,Document",20130196,21130004,Thiết kế lớp Contact - Thiết kế lớp PhoneNumber,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực lớp Contact và PhoneNumber,MAJOR,"<p>Viết mã C++ cho lớp <code>Contact</code> và <code>PhoneNumber</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project5,INPROCESS,PRACTICE,C++,21130004,22130001,Code lớp Contact - Code lớp PhoneNumber,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Áp dụng Strategy Pattern cho tìm kiếm liên hệ,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tìm kiếm liên hệ khác nhau (ví dụ: theo tên, theo số điện thoại).</p>",2025-03-02,2025-03-08,sprint3-project5,INPROCESS,PRACTICE,"OOP,C++",22130001,20130196,Thiết kế Interface SearchStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý danh bạ.</p>,2025-03-03,2025-03-07,sprint3-project5,TODO,THEORY,Document,20130196,21130004,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực Singleton Pattern cho quản lý danh bạ,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>ContactManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project5,INPROCESS,PRACTICE,"OOP,C++",21130004,22130001,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực Observer Pattern cho cập nhật danh bạ,MAJOR,<p>Hiện thực Observer Pattern để thông báo cho các thành phần giao diện khi danh bạ thay đổi.</p>,2025-03-10,2025-03-14,sprint4-project5,TODO,PRACTICE,"OOP,C++",22130001,20130196,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project5,TODO,THEORY,Document,20130196,21130004,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
